"","Id","Id.Type","Standard.Value"
"741",44409802,"cid","0.211"
"742",70688404,"cid","0.211"
"743",11114279,"cid","0.213"
"744",71458747,"cid","0.213"
"745",70688404,"cid","0.2138"
"746",11537683,"cid","0.22"
"747",16113124,"cid","0.22"
"748",16113578,"cid","0.22"
"749",44445605,"cid","0.22"
"750",71449740,"cid","0.22"
"751",11314908,"cid","0.221"
"752",122178601,"cid","0.222"
"753",10929048,"cid","0.228"
"754",122178614,"cid","0.23"
"755",70684154,"cid","0.231"
"756",44410012,"cid","0.237"
"757",71462272,"cid","0.239"
"758",16114531,"cid","0.24"
"759",122178611,"cid","0.24"
"760",122178614,"cid","0.24"
"761",46882197,"cid","0.241"
"762",44409980,"cid","0.244"
"763",46880813,"cid","0.2446"
"764",44409868,"cid","0.248"
"765",11846625,"cid","0.249"
"766",1221269,"cid","0.25"
"767",44576256,"cid","0.25"
"768",122178602,"cid","0.25"
"769",71451564,"cid","0.251"
"770",44436881,"cid","0.255"
"771",44576251,"cid","0.26"
"772",122180016,"cid","0.26"
"773",46882199,"cid","0.263"
"774",44445617,"cid","0.27"
"775",46882766,"cid","0.272"
"776",71460577,"cid","0.273"
"777",44436813,"cid","0.275"
"778",44410013,"cid","0.276"
"779",44409839,"cid","0.279"
"780",11697618,"cid","0.28"
"781",46880495,"cid","0.28"
"782",44409771,"cid","0.283"
"783",73350118,"cid","0.286"
"784",11617435,"cid","0.29"
"785",70696689,"cid","0.298"
"786",178024,"cid","0.3"
"787",11508639,"cid","0.3"
"788",16204239,"cid","0.3"
"789",44445629,"cid","0.3"
"790",11503585,"cid","0.308"
"791",11221946,"cid","0.31"
"792",11221946,"cid","0.31"
"793",16204241,"cid","0.31"
"794",46882104,"cid","0.31"
"795",70695749,"cid","0.313"
"796",122178614,"cid","0.313"
"797",70695748,"cid","0.314"
"798",44409683,"cid","0.316"
"799",11626181,"cid","0.319"
"800",11655355,"cid","0.32"
"801",127047654,"cid","0.32"
"802",70684155,"cid","0.321"
"803",10907396,"cid","0.337"
"804",122178600,"cid","0.337"
"805",46880844,"cid","0.3387"
"806",11697618,"cid","0.34"
"807",45265518,"cid","0.34"
"808",45265559,"cid","0.34"
"809",11751384,"cid","0.343"
"810",11606121,"cid","0.35"
"811",23648242,"cid","0.35"
"812",44409762,"cid","0.354"
"813",44409868,"cid","0.354"
"814",56942388,"cid","0.36"
"815",11669486,"cid","0.37"
"816",90666019,"cid","0.37"
"817",44436917,"cid","0.375"
"818",44410008,"cid","0.38"
"819",122178604,"cid","0.38"
"820",11178309,"cid","0.382"
"821",44394913,"cid","0.389"
"822",11134880,"cid","0.391"
"823",11846629,"cid","0.391"
"824",11114279,"cid","0.397"
"825",16204021,"cid","0.4"
"826",122178616,"cid","0.404"
"827",70692602,"cid","0.407"
"828",11430583,"cid","0.408"
"829",11582836,"cid","0.41"
"830",16204037,"cid","0.41"
"831",127046806,"cid","0.41"
"832",122178600,"cid","0.411"
"833",16203237,"cid","0.42"
"834",44582531,"cid","0.42"
"835",122178604,"cid","0.427"
"836",46882152,"cid","0.429"
"837",10918326,"cid","0.44"
"838",16203918,"cid","0.44"
"839",70696687,"cid","0.442"
"840",46882105,"cid","0.444"
"841",44410008,"cid","0.45"
"842",44446148,"cid","0.45"
"843",44446157,"cid","0.45"
"844",10864048,"cid","0.46"
"845",60195285,"cid","0.465"
"846",44436868,"cid","0.468"
"847",16204226,"cid","0.47"
"848",46882196,"cid","0.474"
"849",44445614,"cid","0.48"
"850",44436832,"cid","0.49"
"851",11539587,"cid","0.492"
"852",16204145,"cid","0.5"
"853",71452183,"cid","0.5"
"854",90666036,"cid","0.5"
"855",11582836,"cid","0.51"
